鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
士林區,土地,蘭雅段三小段301~330地號,1.62,住,,,1081213,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,737344,455151,,0.0,0,本買賣標的產權移轉所產生之土地增值稅額由買方負擔,RPRQMLNJLHPFFEA18CA
士林區,土地,蘭雅段三小段301~330地號,1.62,住,,,1081213,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,737344,455151,,0.0,0,本買賣標的產權移轉所產生之土地增值稅額由買方負擔,RPTQMLNJLHPFFEA38CA
士林區,土地,蘭雅段三小段301~330地號,1.62,住,,,1081213,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,737344,455151,,0.0,0,本買賣標的產權移轉所產生之土地增值稅額由買方負擔,RPUQMLNJLHPFFEA48CA
士林區,土地,蘭雅段三小段301~330地號,1.62,住,,,1081213,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,737344,455151,,0.0,0,本買賣標的產權移轉所產生之土地增值稅額由買方負擔,RPVQMLNJLHPFFEA58CA
士林區,土地,蘭雅段三小段301~330地號,1.3,住,,,1081213,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,589875,453750,,0.0,0,本買賣標的產權移轉所產生之土地增值稅額由買方負擔,RPWQMLNJLHPFFEA68CA
士林區,土地,蘭雅段三小段301~330地號,7.8,住,,,1081213,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3539250,453750,,0.0,0,本買賣標的產權移轉所產生之土地增值稅額由買方負擔,RPXQMLNJLHPFFEA78CA
北投區,房地(土地+建物),臺北市北投區石牌路一段71巷3弄1~30號,29.5,住,,,1090102,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0660912,110.1,3,1,1,有,無,13500000,122616,,0.0,0,,RPUNMLRKKHPFFEA58CA
北投區,房地(土地+建物),臺北市北投區石牌路一段71巷1~30號,21.72,住,,,1090108,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0671215,103.29,3,2,1,有,有,17800000,172330,,0.0,0,含增建或未登記建物。;,RPROMLRKKHPFFEA38CA
士林區,房地(土地+建物)+車位,臺北市士林區中山北路五段691~720號,21.82,住,,,1080916,土地2建物1車位2,二十二層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1080730,283.48,0,0,0,無,無,75150000,327817,坡道平面,76.2,7200000,,RPPOMLPKKHPFFEA97CA
士林區,房地(土地+建物)+車位,臺北市士林區中山北路五段691~720號,21.82,住,,,1080916,土地2建物1車位2,二十二層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1080730,282.15999999999997,0,0,0,無,無,74850000,330889,坡道平面,76.2,6700000,,SPPOMLPKKHPFFEA08CA
士林區,房地(土地+建物)+車位,臺北市士林區中山北路五段691~720號,19.98,住,,,1061107,土地2建物1車位1,六層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1080730,226.19,3,2,2,有,無,55360000,277314,坡道平面,38.1,3200000,本案為預售,RPQOMLPKKHPFFEA08CA
士林區,房地(土地+建物),臺北市士林區天玉街91~120號,10.85,住,,,1081229,土地1建物1車位0,四層,八層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0840619,43.81,1,1,1,有,無,7880000,179868,,0.0,0,含增建或未登記建物。;,RPOOMLMKKHPFFEA57CA
北投區,房地(土地+建物),臺北市北投區榮華三路31~60號,43.5,住,,,1090116,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0630911,107.26,3,2,2,有,無,17300000,161290,,0.0,0,,RPWPMLLKKHPFFEA38CA
士林區,房地(土地+建物),臺北市士林區延平北路五段181~210號,7.56,商,,,1090203,土地2建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0570412,65.3,3,1,1,有,無,6000000,91884,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPWOMLKKKHPFFEA18CA
士林區,房地(土地+建物),臺北市士林區大南路91~120號,38.25,商,,,1081231,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0631120,99.96,6,0,6,有,無,18660000,186675,,0.0,0,含增建或未登記建物。;,RPXOMLKKKHPFFEA28CA
士林區,房地(土地+建物),臺北市士林區中山北路五段841~870號,30.32,住,,,1090108,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0721122,170.14,4,2,2,有,無,27000000,158693,,0.0,0,,RPQNMLLKKHPFFEA57CA
士林區,房地(土地+建物),臺北市士林區社中街156巷10弄1~30號,24.35,住,,,1080820,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700126,84.9,3,2,1,有,無,7800000,91873,,0.0,0,含增建或未登記建物。,RPQNMLNLKHPFFEA97DA
士林區,房地(土地+建物),臺北市士林區福志路14巷7弄1~30號,45.74,住,,,1081219,土地1建物2車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0750214,216.20000000000002,3,3,2,有,無,25300000,117021,,0.0,0,,RPTNMLRLKHPFFEA68DA
北投區,房地(土地+建物),臺北市北投區紗帽路1~30號,98.25,其他,,,1090210,土地2建物1車位0,一層,一層,其他,住家用,加強磚造,0600415,35.3,2,1,1,有,無,860000,24363,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPQNMLKKLHPFFEA67DA
大安區,房地(土地+建物),臺北市大安區大安路一段51巷31~60號,54.0,商,,,1081223,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),,鋼筋混凝土造,0540630,122.22,3,2,2,有,無,27500000,225004,,0.0,0,含增建或未登記建物。登記二人。,RPSNMLNKKHPFFFA18DA
北投區,房地(土地+建物)+車位,臺北市北投區致遠一路一段104巷1~30號,24.14,住,,,1081207,土地1建物1車位1,二層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961218,104.42,2,2,2,有,有,20400000,195365,升降機械,0.0,1600000,含增建或未登記建物。權利人有兩人。,RPPPMLRKKHPFFEA38DA
松山區,房地(土地+建物),臺北市松山區民生東路三段110巷1~30號,30.62,住,,,1090110,土地2建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0620210,57.82,2,1,1,有,無,10780000,186441,,0.0,0,含增建或未登記建物。,RPROMLPKKHPFFDA18DA
南港區,房地(土地+建物),臺北市南港區玉成街52巷2弄1~30號,32.78,住,,,1081217,土地2建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,82.4,4,2,2,有,無,14800000,179612,,0.0,0,含增建或未登記建物。,RPTPMLKLKHPFFDA08DA
松山區,房地(土地+建物),臺北市松山區光復北路210巷31~60號,24.41,住,,,1090118,土地3建物1車位0,四層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0910307,120.32,2,2,1,有,有,25380000,210920,,0.0,0,,RPUPMLKLKHPFFDA18DA
信義區,房地(土地+建物),臺北市信義區忠孝東路五段1~30號,17.66,住,,,1081210,土地6建物1車位0,五層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0710227,127.53,3,2,2,有,有,30860000,241982,,0.0,0,,RPQQMLTKKHPFFDA68DA
信義區,房地(土地+建物),臺北市信義區忠孝東路五段1~30號,10.49,商,,,1081125,土地10建物1車位0,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0730116,136.11,3,2,2,有,有,33760000,248035,,0.0,0,含增建或未登記建物。,RPVNMLNKKHPFFDA28DA
信義區,房地(土地+建物),臺北市信義區永吉路180巷70弄1~30號,13.1,住,,,1090115,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0670511,46.22,3,1,1,有,無,5500000,118996,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPTOMLKKKHPFFDA87DA
士林區,車位,臺北市士林區葫東街31~60號,0.88,住,,,1090131,土地0建物0車位1,一層,十一層,其他,見其他登記事項,鋼筋混凝土造,0940513,41.76,0,0,0,有,無,2400000,,坡道平面,41.76,2400000,單獨車位交易。;,RPRPMLNKKHPFFEA18DA
士林區,房地(土地+建物),臺北市士林區福林路100巷77弄1~30號,85.11,住,,,1080723,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0980316,216.64999999999998,3,2,2,有,有,41000000,189245,,0.0,0,,RPOPMLKKKHPFFEA57DA
士林區,房地(土地+建物),臺北市士林區中社路二段20巷1~30號,248.0,住,,,1090108,土地1建物2車位0,全,二層,透天厝,住家用,鋼筋混凝土造,0650406,210.84,4,4,3,有,無,41000000,194460,,0.0,0,含增建或未登記建物。,RPXNMLLKKHPFFEA38DA
士林區,房地(土地+建物),臺北市士林區格致路20巷1~30號,5.19,商,,,1081231,土地1建物1車位0,八層,九層,套房(1房1廳1衛),商業用,鋼筋混凝土造,0901004,23.27,1,1,1,有,有,3380000,145251,,0.0,0,含增建或未登記建物。,RPOOMLLKKHPFFEA57DA
士林區,房地(土地+建物),臺北市士林區中山北路七段43巷1~30號,25.0,商,,,1081030,土地2建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0670613,88.0,2,1,2,有,無,18300000,207955,,0.0,0,含增建或未登記建物。,RPPOMLLKKHPFFEA67DA
中正區,房地(土地+建物),臺北市中正區和平西路ㄧ段121~150號,22.36,住,,,1080802,土地2建物1車位0,三層，陽台,七層,華廈(10層含以下有電梯),,鋼筋混凝土造,,103.03,3,1,1,有,無,11130000,108027,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPPRMLTJLHPFFAA38DA
中正區,房地(土地+建物)+車位,臺北市中正區杭州南路一段18巷1~30號,41.71,住,,,1081116,土地1建物1車位1,四層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0870622,155.03,3,2,2,有,有,37720000,243308,坡道平面,0.0,0,,RPPPMLPKKHPFFBA87DA
文山區,房地(土地+建物)+車位,臺北市文山區汀州路四段91~120號,24.75,住,,,1081219,土地1建物1車位1,六層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0890221,122.18,3,2,2,有,有,24000000,194319,其他,7.42,1700000,含增建或未登記建物。,RPOOMLOKKHPFFAA47DA
文山區,房地(土地+建物),臺北市文山區秀明路二段112巷1~30號,29.04,住,,,1081130,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,116.5,5,3,3,有,無,13450000,115451,,0.0,0,含增建或未登記建物。,RPPOMLKKKHPFFAA17DA
松山區,房地(土地+建物),臺北市松山區富錦街61~90號,113.25,住,,,1081229,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,201.23,3,2,2,有,無,49660000,246782,,0.0,0,含增建或未登記建物。;,RPXNMLMKKHPFFDA28CA
松山區,房地(土地+建物),臺北市松山區光復南路57巷1~30號,36.75,住,,,1081118,土地1建物1車位0,一層，平台,四層,公寓(5樓含以下無電梯),見其他登記事項,鋼筋混凝土造,0611028,105.11,3,2,2,有,無,26880000,255732,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPOOMLMKKHPFFDA47CA
信義區,房地(土地+建物),臺北市信義區大道路31~60號,22.75,住,,,1090110,土地1建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0651108,78.43,3,1,1,有,無,14450000,184241,,0.0,0,,RPXOMLMKKHPFFDA38CA
信義區,房地(土地+建物),臺北市信義區基隆路二段79巷17弄1~30號,23.91,住,,,1090108,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0710603,114.60000000000001,3,2,2,有,無,22380000,195288,,0.0,0,含增建或未登記建物。;,RPSNMLNKKHPFFDA87CA
南港區,房地(土地+建物),臺北市南港區南港路三段314巷9弄1~30號,30.92,商,,,1081230,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,,99.49,0,0,0,無,無,17500000,175897,,0.0,0,,RPUNMLNKKHPFFDA08CA
松山區,房地(土地+建物),臺北市松山區光復北路1~30號,18.26,住,,,1081213,土地1建物1車位0,八層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0710723,118.94999999999999,3,2,2,有,有,25800000,216898,,0.0,0,,RPOOMLNKKHPFFDA57CA
信義區,房地(土地+建物),臺北市信義區信義路六段1~30號,28.56,住,,,1090105,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0760825,131.75,3,2,2,有,無,28230000,214269,,0.0,0,含增建或未登記建物。;,RPTOMLLKKHPFFDA87CA
信義區,房地(土地+建物)+車位,臺北市信義區吳興街600巷76弄1~30號,18.96,住,,,1081112,土地4建物1車位1,四層,九層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1060907,146.99,2,1,1,有,有,25200000,212605,坡道平面,41.16,2700000,,RPUOMLLKKHPFFDA97CA
松山區,土地,敦化段一小段121~150地號,20.0,其他,,,1090121,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,587200,29360,,0.0,0,包含公共設施保留地之交易。;,RPVOMLLKKHPFFDA08CA
南港區,房地(土地+建物)+車位,臺北市南港區舊莊街一段241~270號,12.63,住,,,1090106,土地1建物1車位1,七層,七層,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,1061228,71.57,1,1,1,有,有,13000000,221699,升降機械,20.6,1700000,,RPWOMLLKKHPFFDA18CA
南港區,房地(土地+建物),臺北市南港區富康街1~30號,33.0,商,,,1090101,土地1建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,103.95,4,2,2,有,無,17220000,165657,,0.0,0,,RPWPMLKKKHPFFDA18CA
松山區,房地(土地+建物),臺北市松山區八德路三段181~210號,5.02,商,,,1090113,土地3建物1車位0,六層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼骨鋼筋混凝土造,0950418,64.97,2,2,2,有,有,20500000,315530,,0.0,0,,RPWQMLKKKHPFFDA28CA
信義區,房地(土地+建物),臺北市信義區松山路119巷1~30號,43.25,住,,,1081115,土地1建物1車位0,一層，平台,四層,店面(店鋪),住家用,鋼筋混凝土造,0640106,117.57,0,0,0,無,無,112000000,952624,,0.0,0,含增建或未登記建物。;,RPTNMLKLKHPFFDA77CA
松山區,房地(土地+建物),臺北市松山區撫遠街400巷1~30號,18.98,其他,,,1090108,土地1建物1車位0,一層,四層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0600111,42.44,1,1,1,有,無,5360000,126296,,0.0,0,,RPWNMLKLKHPFFDA08CA
松山區,房地(土地+建物),臺北市松山區撫遠街383巷1~30號,27.75,住,,,1081220,土地2建物1車位0,一層，平台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,77.6,3,1,1,有,無,12300000,158505,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPOOMLPKKHPFFDA77CA
松山區,房地(土地+建物),臺北市松山區新東街12巷1~30號,43.5,住,,,1090130,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,107.24,3,2,2,有,無,18000000,167848,,0.0,0,,RPXOMLKKKHPFFDA18CA
中山區,房地(土地+建物),臺北市中山區民生東路二段61~90號,8.6,其他,,,1081021,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0690314,46.64,0,0,0,無,無,3235755,69377,,0.0,0,親友、員工或其他特殊關係間之交易。;母女買賣,RPXPMLNJLHPFFCA48CA
中山區,房地(土地+建物)+車位,臺北市中山區吉林路1~30號,57.42,住,,,1081210,土地2建物1車位4,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1010625,506.56000000000006,3,2,3,有,有,106000000,209255,坡道平面,0.0,0,,RPQSMLQLKHPFFCA48CA
中山區,車位,臺北市中山區農安街1~30號,0.25,商,,,1090120,土地0建物0車位1,二層,十三層,其他,商業用,鋼筋混凝土造,0961212,6.65,0,0,0,有,有,608000,,升降機械,6.65,608000,單獨車位交易。;,RPPQMLTKKHPFFCA38CA
中山區,車位,臺北市中山區松江路38巷1~30號,3.02,住,,,1081218,土地0建物0車位1,,,其他,,,,30.86,0,0,0,有,有,3500000,,坡道平面,30.86,3500000,,RPUOMLLLKHPFFCA97CA
中山區,房地(土地+建物)+車位,臺北市中山區松江路38巷1~30號,26.66,住,,,1081218,土地2建物1車位1,十層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080104,177.56,3,2,2,有,有,49860000,316019,坡道平面,30.86,3500000,,RPVOMLLLKHPFFCA08CA
中山區,房地(土地+建物),臺北市中山區松江路64巷1~30號,28.0,住,,,1090106,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720110,105.79,3,2,2,有,無,10200000,96417,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPQNMLNLKHPFFCA67CA
中山區,房地(土地+建物),臺北市中山區新生北路三段31~60號,6.57,住,,,1081220,土地2建物1車位0,十一層,十一層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0670301,51.730000000000004,1,1,1,有,有,8000000,154649,,0.0,0,,RPVNMLNJLHPFFCA08CA
中山區,房地(土地+建物),臺北市中山區民權東路一段61~90號,4.88,商,,,1081226,土地1建物1車位0,十層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0670119,47.04,1,1,1,有,有,8000000,170068,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPPOMLPKKHPFFCA77CA
內湖區,房地(土地+建物),臺北市內湖區星雲街168巷31~60號,8.4,住,,,1090102,土地1建物1車位0,十層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860124,44.37,2,1,1,有,有,8000000,180302,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPSNMLOKKHPFFCA87CA
內湖區,房地(土地+建物)+車位,臺北市內湖區新明路428巷1~30號,12.28,住,,,1081216,土地1建物1車位1,八層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080506,106.39,2,1,1,有,有,6060000,56960,坡道平面,30.74,0,親友、員工或其他特殊關係間之交易。;,RPSOMLRKKHPFFCA28CA
內湖區,房地(土地+建物)+車位,臺北市內湖區康寧路三段189巷61~90號,31.15,住,,,1081219,土地2建物1車位1,六層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0801125,146.82000000000002,4,3,3,有,無,19000000,129410,升降平面,0.0,0,含增建或未登記建物。;,RPRNMLRKKHPFFCA08CA
萬華區,房地(土地+建物),臺北市萬華區長順街14巷31~60號,16.0,住,,,1090109,土地2建物1車位0,全,二層,透天厝,,加強磚造,,15.51,4,2,2,有,無,2800000,180529,,0.0,0,親友、員工或其他特殊關係間之交易。;含增建或未登記建物。;,RPUNMLSKKHPFFBA38CA
中山區,房地(土地+建物),臺北市中山區龍江路328巷1~30號,40.25,住,,,1081201,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0670117,103.15,3,2,2,有,無,16880000,163645,,0.0,0,含增建或未登記建物。依仲介公司提供之資料登錄。公契日與私契日不同日。,RPVPMLKKKHPFFCA97CA
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路二段331~360號,27.57,住,,,1090103,土地1建物1車位1,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031023,181.86,3,2,2,有,有,33800000,185847,坡道平面,41.55,0,,RPOQMLKKKHPFFCA37CA
內湖區,房地(土地+建物),臺北市內湖區文德路208巷31~60號,23.15,住,,,1081222,土地1建物1車位0,八層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831229,127.81,3,2,2,有,有,23800000,186214,,0.0,0,含增建或未登記建物。;,RPRQMLKKKHPFFCA67CA
內湖區,房地(土地+建物),臺北市內湖區民權東路六段90巷15弄1~30號,33.99,住,,,1081208,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730130,104.99000000000001,3,2,2,有,無,16280000,155062,,0.0,0,含增建或未登記建物。;,RPSQMLKKKHPFFCA77CA
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路三段1~30號,8.63,商,,,1081209,土地1建物1車位1,七層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840125,84.44,2,1,1,有,有,10200000,120796,升降平面,43.13,0,親友、員工或其他特殊關係間之交易。;,RPPNMLLKKHPFFCA27CA
中山區,房地(土地+建物)+車位,臺北市中山區新生北路三段62巷1~30號,30.32,商,,,1081013,土地1建物1車位1,七層，八層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0790829,205.29,5,2,3,有,有,34650000,168786,升降平面,0.0,0,含增建或未登記建物。;,RPQNMLLKKHPFFCA37CA
中山區,房地(土地+建物),臺北市中山區復興北路514巷1~30號,34.0,住,,,1081229,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0650628,98.11,3,2,1,有,無,15500000,157986,,0.0,0,含增建或未登記建物。;,RPVNMLMKKHPFFCA97CA
中山區,房地(土地+建物),臺北市中山區民生東路一段61~90號,19.4,商,,,1090101,土地3建物1車位0,一層，騎樓,五層,店面(店鋪),商業用,鋼筋混凝土造,0670429,110.63,2,1,2,有,無,20680000,186929,,0.0,0,含增建或未登記建物。;,RPSPMLKKKHPFFCA67CA
中山區,房地(土地+建物)+車位,臺北市中山區堤頂大道二段481~510號,32.25,其他,,,1090118,土地1建物1車位2,七層,十層,其他,商業用,鋼筋混凝土造,0991201,196.64999999999998,0,0,0,無,有,34000000,172896,坡道平面,0.0,0,含增建或未登記建物。;,RPWPMLMKKHPFFCA28CA
中正區,房地(土地+建物),臺北市中正區懷寧街61~90號,11.24,商,,,1090203,土地2建物1車位0,五層,十層,辦公商業大樓,商業用,鋼筋混凝土造,,97.85,2,1,0,有,有,18000000,183955,,0.0,0,房地不同人,RPVQMLLKLHPFFBA18CA
萬華區,土地,莒光段四小段871~900地號,7.0,住,,,1090121,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,810000,115714,,0.0,0,,RPSNMLPKKHPFFBA87CA
萬華區,土地,莒光段四小段871~900地號,7.0,住,,,1090121,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,850000,121429,,0.0,0,,RPWNMLPKKHPFFBA28CA
中正區,房地(土地+建物),臺北市中正區信義路二段241~270號,5.35,商,,,1081229,土地12建物1車位0,十層,十四層,套房(1房1廳1衛),見其他登記事項,鋼骨鋼筋混凝土造,1070702,48.43,1,1,1,有,有,19900000,410902,,0.0,0,,RPXOMLNKKHPFFBA28CA
萬華區,房地(土地+建物)+車位,臺北市萬華區長沙街二段151~180號,13.77,商,,,1090113,土地1建物1車位1,八層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0800201,171.98999999999998,3,2,2,有,有,22800000,132566,坡道平面,0.0,0,含增建或未登記建物。;內含獨立產權車位，未包含在棟數內。,RPPOMLNKKHPFFBA47CA
萬華區,房地(土地+建物),臺北市萬華區大理街170巷1~30號,21.3,其他,,,1090117,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0701224,145.13,3,2,2,有,有,15500000,106801,,0.0,0,,RPTNMLMKKHPFFBA67CA
大同區,車位,臺北市大同區承德路三段301~330號,0.02,住,,,1090120,土地0建物0車位1,一層,十二層,其他,見其他登記事項,鋼筋混凝土造,0990310,20.79,0,0,0,有,有,1100000,,坡道機械,20.8,1100000,單獨車位交易。;,RPUNMLMKKHPFFBA77CA
大同區,房地(土地+建物),臺北市大同區延平北路二段31~60號,4.99,其他,,,1081227,土地12建物1車位0,十層,十一層,套房(1房1廳1衛),商業用,鋼筋混凝土造,0661028,46.83,1,1,1,有,有,6680000,142644,,0.0,0,,RPTOMLMKKHPFFBA77CA
萬華區,房地(土地+建物),臺北市萬華區中華路二段504巷31~60號,12.4,住,,,1090131,土地1建物1車位0,二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,44.66,2,1,1,有,有,6500000,145544,,0.0,0,,RPVOMLMKKHPFFBA97CA
萬華區,房地(土地+建物),臺北市萬華區和平西路三段361~390號,4.92,住,,,1090120,土地2建物1車位0,六層,八層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0700706,39.29,0,0,0,無,有,4150000,105625,,0.0,0,陽台外推。,RPTNMLKKKHPFFBA47CA
萬華區,房地(土地+建物)+車位,臺北市萬華區貴陽街二段31~60號,13.25,商,,,1081229,土地1建物1車位1,九層,十九層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1061127,183.76999999999998,4,2,2,有,有,35650000,193992,坡道平面,27.87,0,,RPUOMLKKKHPFFBA67CA
大同區,房地(土地+建物),臺北市大同區延平北路一段91~120號,2.21,商,,,1081229,土地1建物1車位0,七層,十層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0770924,30.41,1,0,1,有,有,5500000,180862,,0.0,0,含增建或未登記建物。;,RPVOMLKKKHPFFBA77CA
大同區,房地(土地+建物),臺北市大同區民族西路181~210號,25.17,商,,,1081221,土地1建物1車位0,二層,二層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,94.3,2,2,2,有,無,15060000,159703,,0.0,0,,RPRNMLLKKHPFFBA37CA
中正區,房地(土地+建物),臺北市中正區新生南路一段58巷1~30號,56.25,住,,,1081212,土地2建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720527,169.84,4,2,2,有,無,25000000,147197,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPUOMLLKKHPFFBA77CA
中正區,房地(土地+建物),臺北市中正區臨沂街71巷1~30號,34.0,住,,,1081219,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),,加強磚造,,103.13,3,2,1,有,無,20000000,193930,,0.0,0,含增建或未登記建物。;,RPVOMLLKKHPFFBA87CA
文山區,房地(土地+建物),臺北市文山區景華街151~180號,40.72,住,,,1081008,土地1建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),,鋼筋混凝土造,,110.84,4,2,2,有,無,17040000,153735,,0.0,0,,RPPNMLOKKHPFFAA37CA
文山區,房地(土地+建物),臺北市文山區興隆路四段61~90號,30.0,住,,,1090101,土地2建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),,鋼筋混凝土造,,78.35,2,1,1,有,無,9600000,122527,,0.0,0,含增建或未登記建物。;,RPXNMLMKKHPFFAA97CA
文山區,土地,興隆段三小段1~30地號,101.33,住,,,1081231,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6530000,64443,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPVNMLLKKHPFFAA67CA
