鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
中山區,房地(土地+建物),臺北市中山區中山北路二段65巷2弄1~30號,36.25,商,,,1081213,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0550820,120.42,3,2,2,有,無,25600000,212589,,0.0,0,含增建或未登記建物。;,RPSPMLLKKHPFFCA77CA
中山區,房地(土地+建物),臺北市中山區新生北路二段61~90號,9.67,住,,,1081224,土地2建物1車位0,三層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0731218,69.25999999999999,3,2,2,有,有,10000000,144383,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPSQMLLKKHPFFCA87CA
內湖區,房地(土地+建物),臺北市內湖區南京東路六段451巷31~60號,8.0,其他,,,1081201,土地1建物1車位0,十一層,十四層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0971205,44.44,0,0,0,無,有,7750000,174392,,0.0,0,,RPQNMLMKKHPFFCA47CA
內湖區,房地(土地+建物)+車位,臺北市內湖區成功路四段167巷1~30號,40.72,住,,,1081203,土地2建物2車位2,十層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940627,300.36,4,2,2,有,有,58000000,193102,坡道平面,82.0,0,含增建或未登記建物。;,RPUPMLKKKHPFFCA87CA
內湖區,房地(土地+建物)+車位,臺北市內湖區五分街61~90號,22.93,住,,,1081228,土地1建物1車位1,五層，電梯樓梯間,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0861203,103.36,2,2,1,有,有,16380000,158475,坡道平面,0.0,0,含增建或未登記建物。;,RPSRMLRJKHPFFCA48CA
中山區,房地(土地+建物),臺北市中山區松江路77巷1~30號,4.5,住,,,1081222,土地2建物1車位0,二層,十一層,辦公商業大樓,商業用,鋼筋混凝土造,0931224,25.25,1,1,1,有,有,7600000,300990,,0.0,0,含增建或未登記建物。;,RPTRMLRJKHPFFCA58CA
中山區,房地(土地+建物)+車位,臺北市中山區北安路630巷25弄1~30號,29.43,住,,,1081220,土地1建物1車位1,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820118,141.78,3,2,1,有,無,27500000,193962,坡道平面,0.0,0,含增建或未登記建物。;,RPURMLRJKHPFFCA68CA
內湖區,房地(土地+建物),臺北市內湖區內湖路三段18巷1~30號,8.96,商,,,1081217,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0681231,44.2,3,2,1,有,無,4930000,111538,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPUNMLRKKHPFFCA38CA
內湖區,房地(土地+建物)+車位,臺北市內湖區成功路四段151~180號,16.97,其他,,,1081223,土地1建物1車位1,二十六層,二十九層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1070223,238.09,0,0,0,無,有,62920000,289344,坡道平面,29.1,2450000,1.毛胚屋,RPXNMLPKKHPFFCA48CA
中山區,房地(土地+建物),臺北市中山區林森北路85巷66弄1~30號,13.89,商,,,1090104,土地1建物1車位0,三層,五層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0730804,52.61,1,1,1,有,有,7300000,138757,,0.0,0,,RPUPMLOKKHPFFCA28CA
內湖區,車位,臺北市內湖區民權東路六段121~150號,0.0,商,,,1090107,土地0建物0車位1,一層,十四層,其他,商業用,鋼筋混凝土造,0980106,18.740000000000002,0,0,0,有,有,660000,,坡道機械,18.74,660000,,RPTOMLRKKHPFFCA38CA
內湖區,房地(土地+建物)+車位,臺北市內湖區潭美街61~90號,26.64,住,,,1081223,土地1建物1車位2,九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1011206,133.51999999999998,1,1,1,有,有,22850000,171135,塔式車位,4.84,0,,RPRNMLSKKHPFFCA18CA
內湖區,房地(土地+建物),臺北市內湖區成功路五段31~60號,27.74,商,,,1081216,土地1建物1車位0,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840725,157.59,3,2,2,有,有,25000000,158640,,0.0,0,,RPSNMLSKKHPFFCA28CA
松山區,房地(土地+建物),臺北市松山區敦化北路244巷1~30號,25.69,住,,,1081022,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0690915,136.33,4,2,2,有,無,27500000,201716,,0.0,0,,RPQNMLKKKHPFFDA37CA
信義區,房地(土地+建物),臺北市信義區信安街121~150號,13.79,住,,,1090112,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0790825,75.02,2,2,1,有,無,14060000,187417,,0.0,0,含增建或未登記建物。;,RPRNMLKKKHPFFDA47CA
內湖區,建物,臺北市內湖區文德路210巷30弄31~60號,0.0,,,,1081206,土地0建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0711116,62.8,3,2,2,有,無,2500000,39809,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPUUMLQLKHPFFCA09CA
中山區,房地(土地+建物),臺北市中山區雙城街46巷1~30號,5.02,商,,,1081231,土地1建物1車位0,六層,六層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0700915,31.84,1,1,1,有,無,5000000,157035,,0.0,0,親友、員工或其他特殊關係間之交易。;二親等買賣,RPTNMLQJLHPFFCA18CA
信義區,土地,和段一小段331~360地號,21.42,其他,,,1090117,土地14建物0車位0,,,其他,,,,0.0,0,0,0,有,無,227500,10621,,0.0,0,,RPVPMLLKKHPFFDA18CA
南港區,房地(土地+建物),臺北市南港區重陽路166巷4弄1~30號,42.75,住,,,1081114,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0610320,69.53,4,2,3,有,無,10400000,149576,,0.0,0,含增建或未登記建物。;,RPOOMLOKKHPFFDA67CA
信義區,房地(土地+建物),臺北市信義區光復南路481~510號,3.95,商,,,1081201,土地1建物1車位0,十二層,十二層,套房(1房1廳1衛),商業用,鋼筋混凝土造,0780301,44.67,1,1,1,有,有,11200000,250728,,0.0,0,,RPPQMLOKKHPFFDA97CA
信義區,房地(土地+建物),臺北市信義區忠孝東路四段553巷6弄1~30號,43.75,住,,,1090109,土地2建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,108.37,3,2,1,有,無,25000000,230691,,0.0,0,,RPRQMLOKKHPFFDA18CA
松山區,房地(土地+建物)+車位,臺北市松山區塔悠路211~240號,159.1,住,,,1081029,土地1建物1車位6,一層，夾層,四層,華廈(10層含以下有電梯),見使用執照,鋼筋混凝土造,0831111,535.27,0,0,0,無,無,59500000,111159,坡道平面,0.0,0,,RPXOMLPKKHPFFDA68CA
松山區,車位,臺北市松山區延吉街46巷1~30號,7.7,其他,,,1090117,土地0建物0車位1,地下層,七層,其他,見使用執照,鋼筋混凝土造,0670330,26.55,0,0,0,有,有,2500000,,坡道平面,26.55,2500000,單獨車位交易。;,RPVPMLKKKHPFFDA08CA
南港區,房地(土地+建物)+車位,臺北市南港區重陽路481~510號,61.84,住,,,1081215,土地1建物1車位1,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0980119,180.85000000000002,3,2,2,有,有,28260000,156262,坡道平面,40.14,0,含增建或未登記建物。;,RPXQMLKKKHPFFDA38CA
信義區,房地(土地+建物),臺北市信義區忠孝東路五段31~60號,19.83,住,,,1090109,土地2建物1車位0,四層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0720406,125.11,3,2,1,有,有,26300000,210215,,0.0,0,,RPORMLKKKHPFFDA57CA
信義區,房地(土地+建物),臺北市信義區忠孝東路五段372巷29弄1~30號,22.6,住,,,1081128,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,110.22,3,2,2,有,有,23900000,216839,,0.0,0,,RPSNMLMKKHPFFDA77CA
松山區,房地(土地+建物),臺北市松山區八德路三段12巷4弄1~30號,38.0,住,,,1081231,土地2建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,,71.91,3,2,1,有,無,13980000,194410,,0.0,0,,RPVPMLRLKHPFFDA88CA
松山區,土地,美仁段一小段331~360地號,4.07,其他,,,1090108,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,85280,20953,,0.0,0,包含公共設施保留地之交易。;,RPPOMLPKKHPFFDA87CA
士林區,房地(土地+建物)+車位,臺北市士林區承德路四段277巷31~60號,27.71,住,,,1081222,土地1建物1車位1,七層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0951116,116.92000000000002,3,2,2,有,有,21880000,187137,坡道機械,0.0,0,含增建或未登記建物。;,RPQOMLRJKHPFFEA18CA
北投區,房地(土地+建物),臺北市北投區復興四路12巷1~30號,29.2,住,,,1081112,土地1建物1車位0,六層，陽台,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0651001,122.11,3,2,2,有,有,13880000,113668,,0.0,0,含增建或未登記建物。;,RPROMLRJKHPFFEA28CA
士林區,房地(土地+建物)+車位,臺北市士林區中正路421~450號,23.5,商,,,1081229,土地2建物1車位1,十六層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890211,161.18,3,2,2,有,有,30000000,186127,坡道平面,0.0,0,含增建或未登記建物。;,RPQPMLRJKHPFFEA28CA
士林區,房地(土地+建物),臺北市士林區基河路1~30號,8.45,住,,,1090102,土地1建物1車位0,二層,十一層,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,0931231,33.92,1,2,1,有,有,12160000,358491,,0.0,0,含增建或未登記建物。;,RPXNMLKKKHPFFEA18CA
北投區,房地(土地+建物),臺北市北投區中央南路一段121~150號,59.75,住,,,1081231,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0600930,63.7,3,2,1,有,無,20659734,324329,,0.0,0,,RPQOMLKKKHPFFEA57CA
北投區,房地(土地+建物),臺北市北投區中央南路一段121~150號,59.75,住,,,1081231,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0530605,63.46,3,2,1,有,無,30989600,488333,,0.0,0,,RPROMLKKKHPFFEA67CA
士林區,土地,富安段二小段1~30地號,164.61,住,,,1090120,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,8860000,53824,,0.0,0,,RPOOMLOKKHPFFEA77CA
北投區,房地(土地+建物),臺北市北投區致遠三路31~60號,28.59,住,,,1081230,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730921,109.07000000000001,3,2,2,有,無,15850000,145320,,0.0,0,頂樓增建2房1廳1衛,RPVNMLOKKHPFFEA38CA
北投區,房地(土地+建物),臺北市北投區吉利街151~180號,49.25,住,,,1081230,土地3建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0641104,128.25,3,2,2,有,無,17250000,134503,,0.0,0,,RPTOMLPKKHPFFEA38CA
北投區,房地(土地+建物),臺北市北投區自強街120巷15弄1~30號,28.0,住,,,1090107,土地3建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0740118,107.42999999999999,3,1,1,有,無,14500000,134972,,0.0,0,,RPRNMLNKKHPFFEA87CA
大安區,房地(土地+建物),臺北市大安區永康街37巷1~30號,31.4,住,,,1081120,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),見使用執照,鋼筋混凝土造,,158.46,3,2,2,有,無,44080000,278177,,0.0,0,,RPVOMLRJKHPFFFA78CA
大安區,房地(土地+建物),臺北市大安區敦化南路一段177巷1~30號,27.38,住,,,1081123,土地1建物1車位0,五層，陽台,七層,華廈(10層含以下有電梯),,鋼筋混凝土造,,141.58,4,2,2,有,無,35000000,247210,,0.0,0,含增建或未登記建物。;,RPVNMLKKKHPFFFA08CA
大安區,房地(土地+建物)+車位,臺北市大安區信義路二段228巷1~30號,58.28,住,,,1081209,土地1建物1車位1,一層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0900120,203.47,4,2,2,有,有,62880000,309038,坡道機械,29.88,0,含增建或未登記建物。;,RPSOMLKKKHPFFFA87CA
大安區,房地(土地+建物),臺北市大安區信義路四段265巷31弄1~30號,33.36,住,,,1081214,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,162.18,4,2,2,有,有,37380000,230485,,0.0,0,含增建或未登記建物。;,RPQPMLKKKHPFFFA77CA
大安區,房地(土地+建物),臺北市大安區仁愛路四段421~450號,22.54,其他,,,1081231,土地1建物1車位0,十層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0760629,166.98,4,2,2,有,有,61800000,370104,,0.0,0,,RPWNMLLKKHPFFFA28CA
大安區,房地(土地+建物),臺北市大安區忠孝東路四段61~90號,10.23,商,,,1090102,土地4建物1車位0,一層，二層，三層，四層，五層，六層，七層，八層，九層，十層，十一層，陽台，騎樓，地下層,十一層,其他,見使用執照,鋼筋混凝土造,,61.93,0,0,0,無,無,10650547,171977,,0.0,0,親友、員工或其他特殊關係間之交易。;房地交易總價為買賣金額加上增值稅由買方負擔，另財產交易所得稅由買方負擔。,RPROMLMJLHPFFFA97CA
大安區,房地(土地+建物),臺北市大安區忠孝東路四段61~90號,20.47,商,,,1090102,土地4建物1車位0,八層，九層，一層，二層，三層，四層，五層，六層，七層，十層，十一層，陽台，騎樓，地下層,十一層,其他,見使用執照,鋼筋混凝土造,,123.87,0,0,0,無,無,21301093,171963,,0.0,0,親友、員工或其他特殊關係間之交易。;房地交易總價為買賣金額加上增值稅由買方負擔，另財產交易所得稅由買方負擔,RPSOMLMJLHPFFFA08CA
中正區,房地(土地+建物),臺北市中正區和平西路二段31~60號,10.57,住,,,1081229,土地1建物1車位0,四層,五層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0850607,44.39,1,0,1,有,無,8050000,181347,,0.0,0,含增建或未登記建物。,RPSNMLOKKHPFFAA77DA
文山區,房地(土地+建物),臺北市文山區羅斯福路五段212巷1~30號,40.21,商,,,1090102,土地2建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,107.43,5,2,2,有,無,16000000,148934,,0.0,0,含增建或未登記建物。,RPTNMLOKKHPFFAA87DA
萬華區,房地(土地+建物),臺北市萬華區青年路30巷1~30號,16.2,住,,,1081229,土地1建物1車位0,九層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0760316,77.57,2,1,1,有,有,11600000,149542,,0.0,0,含增建或未登記建物。,RPRPMLRJKHPFFBA18DA
萬華區,房地(土地+建物),臺北市萬華區成都路91~120號,4.49,商,,,1081221,土地1建物1車位0,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961025,52.2,3,1,1,有,有,10500000,201149,,0.0,0,含增建或未登記建物。;,RPOQMLRJKHPFFBA97DA
大同區,房地(土地+建物),臺北市大同區民權西路211~240號,5.03,其他,,,1081222,土地3建物1車位0,十一層,十九層,套房(1房1廳1衛),住家用,鋼筋混凝土造,1080625,53.239999999999995,1,1,1,有,有,11000000,206612,,0.0,0,,RPQPMLOJLHPFFBA87DA
大同區,房地(土地+建物)+車位,臺北市大同區重慶北路三段181~210號,20.67,住,,,1090101,土地2建物1車位1,八層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940623,142.79000000000002,3,2,2,有,有,24700000,172981,坡道平面,0.0,2500000,含增建或未登記建物。,RPPQMLPKKHPFFBA97DA
萬華區,房地(土地+建物)+車位,臺北市萬華區東園街66巷24弄1~30號,27.36,住,,,1090106,土地1建物1車位1,十一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060515,207.9,4,1,2,有,有,29831111,143488,坡道平面,0.0,0,向政府機關承購之案件。;,RPVNMLKKKHPFFBA77DA
內湖區,房地(土地+建物),臺北市內湖區南京東路六段331~360號,7.6,工,,,1081223,土地1建物1車位0,七層,十二層,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,0970407,45.88,1,1,1,有,有,7000000,152572,,0.0,0,,RPTOMLLKKHPFFCA87DA
中山區,房地(土地+建物)+車位,臺北市中山區南京東路二段1~30號,18.99,商,,,1081112,土地3建物1車位1,十八層,二十四層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1061208,239.51,3,2,2,有,有,82180000,396293,坡道平面,40.97,3500000,,RPPNMLKKKHPFFCA27DA
內湖區,房地(土地+建物)+車位,臺北市內湖區舊宗路一段30巷1~30號,42.77,商,,,1081230,土地1建物1車位1,十層,十三層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0960622,204.59,4,2,2,有,有,35880000,198915,坡道平面,36.78,2500000,含增建或未登記建物。,RPQNMLKKKHPFFCA37DA
中山區,房地(土地+建物),臺北市中山區長安東路二段181~210號,12.71,商,,,1081218,土地1建物1車位0,一層，騎樓,十五層,店面(店鋪),商業用,鋼筋混凝土造,0961008,105.48,0,1,1,有,有,46080000,436860,,0.0,0,含增建或未登記建物。,RPRPMLKKKHPFFCA67DA
中山區,房地(土地+建物)+車位,臺北市中山區北安路811~840號,12.04,住,,,1090101,土地2建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0991224,133.51,2,1,1,有,有,25200000,248087,坡道平面,42.01,2500000,,RPQPMLSKKHPFFCA38DA
松山區,房地(土地+建物),臺北市松山區八德路四段181巷17弄1~30號,19.31,住,,,1090106,土地2建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0620308,59.93,3,2,2,有,無,10860000,181211,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPXNMLRJKHPFFDA78DA
北投區,房地(土地+建物)+車位,臺北市北投區中央北路三段40巷34弄1~30號,25.06,住,,,1081209,土地1建物1車位1,十七層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010731,182.67,3,2,2,有,有,22700000,138267,坡道平面,32.96,2000000,,RPTNMLSJKHPFFEA58DA
北投區,房地(土地+建物),臺北市北投區建民路91巷2弄1~30號,24.5,住,,,1081229,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0660425,73.8,3,2,2,有,無,13500000,182927,,0.0,0,含增建或未登記建物。,RPQNMLSJKHPFFEA28DA
松山區,房地(土地+建物),臺北市松山區光復南路66巷61~90號,15.51,住,,,1081221,土地1建物1車位0,四層,五層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0890705,54.019999999999996,1,1,1,有,無,12380000,229174,,0.0,0,含增建或未登記建物。,RPUPMLPKKHPFFDA58DA
松山區,房地(土地+建物),臺北市松山區八德路三段158巷20弄1~30號,10.91,住,,,1081218,土地1建物1車位0,地下層,七層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0710809,121.65,2,3,1,有,無,4000000,32881,,0.0,0,含增建或未登記建物。,RPVPMLPKKHPFFDA68DA
松山區,房地(土地+建物),臺北市松山區南京東路五段31~60號,17.28,商,,,1081216,土地1建物1車位0,九層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0721213,117.35,3,2,2,有,有,25000000,213038,,0.0,0,含增建或未登記建物。,RPWPMLPKKHPFFDA78DA
信義區,房地(土地+建物),臺北市信義區吳興街284巷13弄1~30號,3.82,住,,,1090108,土地1建物1車位0,七層,七層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0821123,21.82,1,1,1,有,有,5500000,252062,,0.0,0,含增建或未登記建物。,RPROMLKLKHPFFDA77DA
信義區,房地(土地+建物),臺北市信義區松隆路331~360號,28.24,商,,,1081223,土地2建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0731127,120.0,5,0,5,有,無,19500000,162500,,0.0,0,含增建或未登記建物。,RPQPMLKLKHPFFDA77DA
信義區,房地(土地+建物),臺北市信義區吳興街269巷1~30號,30.0,住,,,1081229,土地1建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,84.0,2,2,2,有,無,17100000,203571,,0.0,0,含增建或未登記建物。,RPSPMLKLKHPFFDA97DA
信義區,房地(土地+建物),臺北市信義區信義路五段150巷301~330號,6.81,住,,,1090115,土地1建物1車位0,八層,十三層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0980408,49.08,1,1,1,有,有,11800000,240424,,0.0,0,含增建或未登記建物。,RPVPMLKLKHPFFDA28DA
南港區,車位,臺北市南港區三重路41巷31~60號,1.22,住,,,1090108,土地0建物0車位1,,,其他,,,,35.92,0,0,0,有,有,2500000,,坡道平面,0.0,2500000,,RPWNMLPLKHPFFDA68DA
北投區,房地(土地+建物),臺北市北投區立功街79巷1~30號,795.0,其他,,,1080919,土地2建物1車位0,全,二層,透天厝,工業用,加強磚造,0621226,704.37,0,2,1,有,無,157710000,223902,,0.0,0,含增建或未登記建物。,RPTNMLQKKHPFFEA48DA
北投區,房地(土地+建物),臺北市北投區立功街79巷1~30號,1061.0,其他,,,1080919,土地2建物2車位0,全,二層,透天厝,工業用,加強磚造,0630722,640.42,0,2,1,有,無,210470000,328644,,0.0,0,含增建或未登記建物。,RPTPMLSKKHPFFEA88DA
大安區,房地(土地+建物),臺北市大安區和平東路二段118巷4弄1~30號,68.33,住,,,1081207,土地3建物1車位0,二層,三層,公寓(5樓含以下無電梯),,加強磚造,,96.82,3,2,1,有,無,22000000,227226,,0.0,0,含增建或未登記建物。;,RPSPMLKKKHPFFFA97CA
大安區,房地(土地+建物),臺北市大安區濟南路三段1~30號,16.25,住,,,1081217,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),,鋼筋混凝土造,,53.4,3,2,2,有,無,7500000,140449,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPOOMLLKKHPFFFA57CA
大安區,土地,瑞安段二小段361~390地號,16.0,住,,,1081231,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4800000,300000,,0.0,0,包含公共設施保留地之交易。;現況為既成道路,RPSNMLLKKHPFFFA87CA
大安區,房地(土地+建物),臺北市大安區信義路四段265巷1~30號,24.34,住,,,1081227,土地3建物1車位0,三層，陽台,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,125.97,3,2,2,有,有,27660000,219576,,0.0,0,含增建或未登記建物。;,RPTNMLLKKHPFFFA97CA
大安區,房地(土地+建物),臺北市大安區忠孝東路三段301~330號,2.45,商,,,1081223,土地2建物1車位0,十層,十二層,辦公商業大樓,住家用,鋼筋混凝土造,0720107,22.89,0,0,0,無,有,6250000,273045,,0.0,0,,RPPNMLTKKHPFFFA38CA
大安區,房地(土地+建物),臺北市大安區辛亥路二段151~180號,12.79,住,,,1081124,土地3建物1車位0,二十四層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0720125,191.98,4,2,2,有,有,48500000,252630,,0.0,0,含增建或未登記建物。;,RPOOMLNKKHPFFFA77CA
大安區,車位,臺北市大安區辛亥路二段151~180號,4.09,住,,,1081219,土地0建物0車位1,地下二層,二十六層,其他,見使用執照,鋼筋混凝土造,0720125,57.230000000000004,0,0,0,有,有,3500000,,坡道平面,0.0,3500000,,RPVNMLOKKHPFFFA48CA
大安區,房地(土地+建物),臺北市大安區復興南路一段79巷1~30號,6.02,住,,,1081224,土地2建物1車位0,四層,七層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0690904,29.11,1,1,1,有,有,6930000,238063,,0.0,0,,RPOOMLOKKHPFFFA87CA
士林區,房地(土地+建物),臺北市士林區天母東路61~90號,31.43,商,,,1081221,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0730501,172.95000000000002,3,2,2,有,有,42180000,243886,,0.0,0,含增建或未登記建物。;,RPTOMLQJLHPFFEA48CA
士林區,土地,蘭雅段三小段301~330地號,7.8,住,,,1081214,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3539250,453750,,0.0,0,本買賣標的產權移轉所產生之土地增值稅額由買方負擔,RPPPMLNJLHPFFEA87CA
士林區,土地,蘭雅段三小段301~330地號,1.95,住,,,1081004,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,884813,453750,,0.0,0,本買賣標的產權移轉所產生之土地增值稅額由買方負擔,RPQPMLNJLHPFFEA97CA
士林區,土地,蘭雅段三小段301~330地號,1.95,住,,,1081213,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,884813,453750,,0.0,0,本買賣標的產權移轉所產生之土地增值稅額由買方負擔,RPRPMLNJLHPFFEA08CA
士林區,土地,蘭雅段三小段301~330地號,1.95,住,,,1081213,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,884813,453750,,0.0,0,本買賣標的產權移轉所產生之土地增值稅額由買方負擔,RPSPMLNJLHPFFEA18CA
士林區,土地,蘭雅段三小段301~330地號,1.95,住,,,1081213,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,884813,453750,,0.0,0,本買賣標的產權移轉所產生之土地增值稅額由買方負擔,RPTPMLNJLHPFFEA28CA
士林區,土地,蘭雅段三小段301~330地號,1.3,住,,,1081213,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,589875,453750,,0.0,0,本買賣標的產權移轉所產生之土地增值稅額由買方負擔,RPUPMLNJLHPFFEA38CA
士林區,土地,蘭雅段三小段301~330地號,1.3,住,,,1081213,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,589875,453750,,0.0,0,本買賣標的產權移轉所產生之土地增值稅額由買方負擔,RPVPMLNJLHPFFEA48CA
士林區,土地,蘭雅段三小段301~330地號,1.3,住,,,1081213,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,589875,453750,,0.0,0,本買賣標的產權移轉所產生之土地增值稅額由買方負擔,RPWPMLNJLHPFFEA58CA
士林區,土地,蘭雅段三小段301~330地號,1.3,住,,,1081213,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,589875,453750,,0.0,0,本買賣標的產權移轉所產生之土地增值稅額由買方負擔,RPXPMLNJLHPFFEA68CA
士林區,土地,蘭雅段三小段301~330地號,0.65,住,,,1081213,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,294938,0,,0.0,0,本買賣標的產權移轉所產生之土地增值稅額由買方負擔,RPOQMLNJLHPFFEA87CA
士林區,土地,蘭雅段三小段301~330地號,0.65,住,,,1081213,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,294938,0,,0.0,0,本買賣標的產權移轉所產生之土地增值稅額由買方負擔,RPPQMLNJLHPFFEA97CA
士林區,土地,蘭雅段三小段301~330地號,7.8,住,,,1081213,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3539250,453750,,0.0,0,本買賣標的產權移轉所產生之土地增值稅額由買方負擔,RPQQMLNJLHPFFEA08CA
